timeStamp,goundSteering, group_14, time
1584543173021183,-0,0,1739
1584543173120899,0.161943,0,1251
1584543173223060,0.188939,0,3478
1584543173321119,-0,0,2830
1584543173420890,-0,0,1833
1584543173524239,-0,0,2971
1584543173621860,-0,0,1039
1584543173723554,-0,0,1788
1584543173820762,-0.104958,-0.206863,864
1584543173921092,-0,-0.205674,900
1584543174020807,-0,-0.205518,1508
1584543174120779,-0.125954,-0.200402,1798
1584543174222990,-0.122953,-0.200085,617
1584543174323784,-0.116952,-0.173561,1455
1584543174420641,-0.0989571,-0.20159,1882
1584543174520794,-0.0779708,-0.167532,3506
1584543174621714,-0.0779708,-0.144554,2246
1584543174722903,-0.0779708,-0.201985,1598
1584543174820805,-0.0779708,-0.185091,869
1584543174920746,-0.0779708,-0.1834,1562
1584543175021081,-0.0779708,-0.162926,1937
1584543175123766,-0.014994,-0.202596,1272
1584543175223100,-0,-0.205025,1563
1584543175320656,-0,-0.167532,1071
1584543175420814,-0,-0.191184,3225
1584543175520444,-0.116952,-0.202049,1351
1584543175621161,-0.0689691,-0.202192,576
1584543175722754,-0,-0.196318,545
1584543175820398,-0,-0.200047,608
1584543175920619,-0,-0.156971,1358
1584543176020691,-0.0119935,-0.172757,1609
1584543176120545,-0.0119935,-0.202402,1562
1584543176222857,-0.122953,-0.200383,1221
1584543176320527,-0.140948,-0.166723,3397
1584543176420267,-0.0599762,-0.0890496,2369
1584543176520465,-0.116952,-0.145748,950
1584543176624285,-0.287896,-0.189412,2878
1584543176722994,-0.290888,-0.205691,1115
1584543176820412,-0.290888,-0.207622,1811
1584543176920366,-0.290888,-0.21092,1116
1584543177020677,-0.290888,-0.235743,1019
1584543177120259,-0.251907,-0.211809,1744
1584543177222172,-0.00299171,-0.214706,2180
1584543177320166,-0,-0.217006,1471
1584543177423233,-0.158942,-0.202865,837
1584543177520823,-0.0899643,-0.202365,1283
1584543177620773,-0,0,2497
1584543177721941,-0,0,2605
1584543177820558,-0.116952,0,994
1584543177919971,-0.113951,0,2282
1584543178019932,-0,0,877
1584543178120339,-0.0209863,0,2620
1584543178225735,-0.278895,0,2727
1584543178320288,-0.254908,0,1641
1584543178420260,-0,0,1288
1584543178520023,-0,0,654
1584543178620489,-0,0,3181
1584543178721862,-0,0,1298
1584543178820087,-0,0,2550
1584543178920692,-0,0,3214
1584543179019919,-0.0599762,0,1854
1584543179119704,-0,0,965
1584543179221614,-0,0,950
1584543179319866,-0,0,1521
1584543179419918,-0,0,1171
1584543179519623,-0,0,1210
1584543179620471,-0.0299881,0,1486
1584543179725058,-0.0359804,0,2971
1584543179822411,-0.0179858,0,759
1584543179920320,-0,0,6254
1584543180019792,-0,0,2364
1584543180119522,-0,0,666
1584543180221619,-0,0,1462
1584543180319490,-0,0,1603
1584543180419464,-0,0,2700
1584543180519659,-0,0,3276
1584543180620095,-0,0,643
1584543180721331,-0,0,1902
1584543180819596,-0,0,926
1584543180919368,-0,0,1445
1584543181019437,0.00300058,0,2085
1584543181119583,0.0749791,0,2216
1584543181221242,0.098966,0,650
1584543181319523,0.0809714,0,3568
1584543181419468,0.0629856,0,867
1584543181519362,0.0599851,0,1941
1584543181620046,0.0509833,0,1420
1584543181721338,0.0239958,0,990
1584543181819233,0.0120023,0,1192
1584543181919488,0.0120023,0,1514
1584543182019537,0.00900175,0,933
1584543182119273,-0,0,1775
1584543182221073,-0,0,6913
1584543182319520,-0,0,1080
1584543182419368,-0,0,3179
1584543182519086,-0,0,1247
1584543182619932,-0,0,2074
1584543182720857,-0,0,1032
1584543182819054,-0,0,1891
1584543182919198,-0,0,1942
1584543183019088,-0,0,2211
1584543183119045,0.00300058,0,1126
1584543183221416,0.0479916,0,2046
1584543183319207,0.0599851,0,607
1584543183419179,0.0599851,0,1040
1584543183519505,0.0719785,0,1706
1584543183619719,0.0749791,0,1922
1584543183722047,0.0749791,0,1412
1584543183819310,0.0749791,0,696
1584543183919395,0.0719785,0,763
1584543184019122,0.0629856,0,600
1584543184119065,0.0599851,0,615
1584543184220832,-0,0,551
1584543184319157,-0.0269875,-0.0756131,737
1584543184418936,-0.173936,-0.201255,745
1584543184518724,-0.173936,-0.0892683,1078
1584543184619549,-0.200924,-0.174507,990
1584543184720568,-0.290888,0.0343213,2008
1584543184819010,-0.290888,0.060736,1178
1584543184922048,-0.290888,-0.0409607,2220
1584543185019029,-0.290888,-0.200013,1603
1584543185118610,-0.290888,-0.139548,1901
1584543185220245,-0.290888,-0.132956,1667
1584543185318812,-0.278895,-0.0769453,2185
1584543185418665,-0.143948,-0.145679,684
1584543185518764,-0,-0.136864,1323
1584543185619528,-0,0,1782
1584543185720703,-0,0,977
1584543185819061,-0,0,2757
1584543185919185,-0.0809625,-0.204896,1161
1584543186018835,-0.170936,-0.206543,3108
1584543186118430,-0.164934,-0.202471,2426
1584543186220685,-0.0809625,0.0277706,946
1584543186318510,-0.0809625,0,2110
1584543186418349,-0,0.209146,1038
1584543186618990,-0,0.218051,4095
1584543186720501,-0,0,645
1584543186818449,-0.167935,0,678
1584543186918228,-0.18893,0,1460
1584543187018510,-0.14994,0,1753
1584543187120916,-0.122953,0,687
1584543187220739,-0.00599229,0,1892
1584543187318413,0.0569845,0,2722
1584543187418372,0.212926,0,2096
1584543187518136,0.254917,0,497
1584543187619028,-0,0.161837,1909
1584543187720345,-0,0,905
1584543187818388,-0,0,1046
1584543187920668,-0,0,519
1584543188021156,-0.278895,0,760
1584543188118187,-0,0,766
1584543188220302,-0,0,1686
1584543188318288,-0,0,1597
1584543188418174,-0,0,2350
1584543188517917,-0,0,504
1584543188618744,-0,0,1617
1584543188720064,-0,-0.220925,2625
1584543188821004,-0,-0.214789,2641
1584543188920085,-0,-0.21289,2206
1584543189017878,-0.119952,-0.202297,4093
1584543189117852,-0.113951,-0.205332,1410
1584543189220056,-0.0599762,-0.210195,1254
1584543189318229,-0.0509744,-0.207234,1776
1584543189417775,-0.0419816,-0.200232,2591
1584543189518133,-0.0299881,-0.204414,3848
1584543189618813,-0.0299881,-0.104556,700
1584543189725021,-0.0299881,-0.128145,1681
1584543189818041,-0.0329798,-0.160445,806
1584543189918400,-0.0329798,-0.161642,1029
1584543190018678,-0.125954,-0.137909,3353
1584543190117855,-0.176937,-0.15173,4321
1584543190220400,-0.191931,-0.199337,706
1584543190317692,-0.2639,-0.165149,2952
1584543190417817,-0.290888,-0.135867,753
1584543190517775,-0.290888,-0.186896,1400
1584543190618199,-0.275894,-0.167432,619
1584543190719964,-0.173936,-0.202411,1184
1584543190817690,-0.101958,0,1761
1584543190917447,-0.137947,0,1181
1584543191017802,-0.140948,0,1288
1584543191117637,-0.0359804,0,1513
1584543191219853,-0,0.217299,1260
1584543191317862,-0,0,2571
1584543191417604,0.188939,0,1690
1584543191517409,-0,0,3730
1584543191618173,-0,0,569
1584543191719585,-0,0,848
1584543191817399,-0,0,1236
1584543191920859,-0,0,660
1584543192017861,-0,0,1001
1584543192117222,-0,0,1458
1584543192219876,-0,0,1662
1584543192317436,-0.0959654,0,713
1584543192417111,-0,0,3033
1584543192517427,-0,0,835
1584543192618050,-0,0,2715
1584543192719427,-0,0,1076
1584543192817229,-0,0,1837
1584543192917064,-0,0,1699
1584543193017201,-0,0,840
1584543193117295,-0,0,1803
1584543193219238,-0,0,1321
1584543193316964,-0,0,1312
1584543193417187,-0,0,697
1584543193517127,-0,0,3745
1584543193617877,-0,0,2134
1584543193719389,-0,0,1634
1584543193816911,-0,0,2478
1584543193916881,-0,0,1346
1584543194017049,0.143957,0,1717
1584543194116856,-0,0.223734,684
1584543194219092,-0,0,1339
1584543194316962,-0,0,2381
1584543194416762,-0,0,598
1584543194516752,-0,0,1061
1584543194617581,-0,0,763
1584543194718887,0.290888,0,2119
1584543194817306,-0,0,1737
1584543194917033,-0,0,2887
1584543195016665,-0,0,1607
1584543195116661,-0,0,934
1584543195218912,-0,0,1598
1584543195316599,-0.014994,-0.15625,1082
1584543195416579,-0.00599229,-0.178267,1444
1584543195519407,-0.0959654,-0.200672,1419
1584543195620548,-0.113951,-0.199803,2162
1584543195718871,-0.242905,-0.10956,1748
1584543195816876,-0.242905,-0.134321,600
1584543195916667,-0.236913,-0.159738,2929
1584543196016478,-0.191931,-0.127038,1747
1584543196116667,-0.0989571,-0.131212,1253
1584543196218536,-0.0509744,-0.100847,1696
1584543196316665,-0,-0.11884,1461
1584543196418935,-0.140948,-0.106514,811
1584543196617637,-0.143948,-0.113639,4390
1584543196718916,-0.281895,-0.181913,617
1584543196816352,-0.290888,0,1961
1584543196916345,-0.290888,-0.165726,791
1584543197016465,-0.290888,-0.183586,2240
1584543197116323,-0.290888,0,1225
1584543197218552,-0.290888,0,3660
1584543197316664,-0,0,797
1584543197416178,-0,0,881
1584543197516275,-0,0.218051,1063
1584543197617017,-0,0,723
1584543197718160,0.290888,0,911
1584543197816267,-0,0,1443
1584543197916280,-0,0,1331
1584543198018981,-0,0,2143
1584543198116235,-0,0,3294
1584543198218619,-0,0,851
1584543198316001,-0,0,5735
1584543198416002,-0,0,942
1584543198516214,-0,0,1109
1584543198616632,-0,0,1833
1584543198717999,-0.152941,0,1728
1584543198819659,-0,0,1264
1584543198918215,-0,0,3108
1584543199016267,-0.0239869,0,1639
1584543199116210,-0,0,827
1584543199217930,-0,0,2650
1584543199316048,-0,0,946
1584543199416428,-0,0,2752
1584543199515803,-0,0,1548
1584543199616422,-0,0,3526
1584543199718439,-0,0,909
1584543199815800,-0,0,743
1584543199916003,-0,0,1275
1584543200015983,-0,0,1584
1584543200115991,-0,0,907
1584543200217899,-0.104958,0,2937
1584543200316310,-0.14994,0,844
1584543200418744,-0,0,1636
1584543200516207,-0,0,3434
1584543200617192,-0.0509744,0,1084
1584543200718154,-0.00299171,0,1533
1584543200815680,-0.00299171,0,2779
1584543200915873,-0,0,1169
1584543201015503,-0,0,624
1584543201115635,-0,-0.0733973,2039
1584543201221473,-0.170936,-0.137289,1522
1584543201316673,-0.110959,-0.125769,2605
1584543201415522,-0,-0.208473,1402
1584543201515709,-0.0179858,-0.200972,2404
1584543201616118,-0.0179858,0,1675
1584543201717776,-0.0599762,-0.153544,1241
1584543201816091,-0.0899643,-0.160901,1604
1584543201916255,-0.0899643,-0.197396,1537
1584543202018843,-0.0809625,-0.161678,1646
1584543202115436,-0.14994,-0.173076,1842
1584543202217633,-0.164934,-0.116709,1453
1584543202315380,-0.128954,-0.134664,1809
1584543202415658,-0.125954,-0.153544,1037
1584543202515532,-0.125954,-0.174672,2472
1584543202616413,-0.125954,-0.192169,2302
1584543202717554,-0.104958,-0.176618,2013
1584543202815545,-0.0599762,-0.122461,658
1584543202915168,-0.0479827,-0.125216,555
1584543203015539,-0.0359804,-0.139221,10970
1584543203115262,-0.00299171,-0.156025,2917
1584543203217441,-0,-0.164358,2289
1584543203315333,-0,-0.173956,2172
1584543203415176,-0,0,1260
1584543203515024,-0,-0.125389,704
1584543203615812,-0,0,3509
1584543203716842,-0.0119935,-0.146823,658
1584543203814951,-0.113951,-0.161092,884
1584543203915103,-0.0569756,-0.194152,1724
1584543204014914,-0,-0.143383,1016
1584543204114905,-0.116952,-0.16351,1124
1584543204216876,-0.14994,-0.121492,570
1584543204314840,-0.14694,-0.119036,2388
1584543204414876,-0.128954,-0.144874,1284
1584543204515402,-0.128954,-0.178012,1032
1584543204615479,-0.128954,0,589
1584543204716590,-0.0869637,0,1380
1584543204815300,-0,0,2036
1584543204914743,-0,0,669
1584543205014674,-0,0,1484
1584543205115144,-0.203924,0,1072
1584543205216350,-0.22492,0,1070
1584543205314628,-0.18893,0,1156
1584543205414961,-0,0,1144
1584543205514628,-0,0,597
1584543205615231,-0,0,1003
1584543205716541,0.143957,0,1665
1584543205814545,0.098966,0,1608
1584543205914544,-0,0,1452
1584543206014652,-0,0,1052
1584543206114673,-0,0,2443
1584543206216205,-0,0,2576
1584543206314577,-0,0,769
1584543206414660,-0,0,4625
1584543206514348,0.00900175,0,784
1584543206615269,-0,0,2372
1584543206716049,0.00300058,0,514
1584543206814354,0.131955,0,1399
1584543206914460,0.119961,0,1928
1584543207014281,0.0269964,0,1263
1584543207114232,0.00600117,0,1282
1584543207216106,-0,0,1595
1584543207314220,-0,0,599
1584543207414209,0.0329887,0,4186
1584543207514371,0.215927,0,1365
1584543207614867,-0,0,1623
1584543207719358,-0,0,1950
1584543207814532,-0,-0.113062,923
1584543207914322,-0.236913,-0.173671,948
1584543208014230,-0.257908,0,1156
1584543208114281,-0.227911,-0.154261,5796
1584543208215711,-0.221919,0,759
1584543208314128,-0.200924,-0.20157,1486
1584543208414476,-0.179929,-0.193688,3039
1584543208514247,-0.158942,-0.128807,1573
1584543208614928,-0.116952,-0.196163,1242
1584543208715938,-0.0749702,-0.165149,1142
1584543208814242,-0.0329798,0,4042
1584543208914031,-0,0,1372
1584543209014119,-0,0,1655
1584543209114228,-0.0269875,0,1371
1584543209219230,-0.0809625,-0.228833,1247
1584543209316587,-0.0839631,-0.206625,2545
1584543209414331,-0.134946,0.197396,954
1584543209514123,-0.134946,0,1861
1584543209614674,-0.134946,0,1190
1584543209715934,-0.125954,0,1268
1584543209814030,-0,0,1700
1584543209914237,-0,0,2371
1584543210014049,-0,0,2134
1584543210114024,-0,0,842
1584543210216034,-0,0,1344
1584543210313778,-0.00299171,0,801
1584543210413910,-0,0,1722
1584543210514352,-0,0,1511
1584543210614384,-0,0,1738
1584543210715709,-0,0,1103
1584543210813902,-0,0,1275
1584543210914054,-0,0,1076
1584543211014074,-0,0,1694
1584543211114027,-0,0,2206
1584543211215890,-0,0,1134
1584543211313767,-0,0,2643
1584543211413817,-0,0,1003
1584543211513502,-0,0,1402
1584543211614194,-0.0269875,-0.150746,1182
1584543211715679,-0.0839631,-0.183236,1402
1584543211813542,-0.0899643,-0.205281,1271
1584543211913574,-0.0869637,-0.166195,1596
1584543212014064,-0.0869637,-0.161308,2258
1584543212113414,-0.0869637,-0.0789721,1138
1584543212215670,-0.119952,-0.12359,1741
1584543212314462,-0.122953,-0.205891,930
1584543212413403,-0.125954,-0.101526,1497
1584543212513698,-0.182929,-0.116692,2470
1584543212614208,-0.269902,-0.148608,1595
1584543212716100,-0.290888,-0.135338,1152
1584543212813596,-0.290888,-0.151089,1687
1584543212913546,-0.194923,0,607
1584543213013474,-0.194923,0,1531
1584543213113176,-0.152941,0,2334
1584543213215946,-0,0,1469
1584543213313755,-0,0,4660
1584543213413288,0.290888,0,1348
1584543213513282,0.290888,0.215471,1761
1584543213616985,-0,0,2464
1584543213715311,-0,0,3114
1584543213813276,-0,0,1872
1584543213913092,-0.290888,0,2059
1584543214013346,-0,0,1602
1584543214113222,-0,0,4464
1584543214215261,-0,0,1126
1584543214312961,-0,0,1263
1584543214416009,-0,0,3355
1584543214513246,-0,0,2455
1584543214613881,-0,0,2612
1584543214715242,-0,0,667
1584543214813419,-0,0,1744
1584543214913065,-0,0,3169
1584543215013088,0.0569845,0,2674
1584543215112796,0.0779797,0,1853
1584543215218993,-0,0,1753
1584543215313652,-0,0,1516
1584543215412783,-0,0,2191
1584543215512894,-0,0,1621
1584543215613764,-0.104958,0,1899
1584543215715025,-0,0,1291
1584543215812904,-0,0,1012
1584543215913228,-0,0,1042
1584543216015444,-0,0,652
1584543216115990,-0,0,671
1584543216215873,-0,0,658
1584543216313782,-0,0,651
1584543216412920,-0,0,622
1584543216513472,-0,0,1167
1584543216613798,-0,0,1828
1584543216715166,-0,0,1182
1584543216812652,-0,0,794
1584543216912756,-0,0,1223
1584543217012529,-0,0,1217
1584543217112921,-0,0,1186
1584543217214694,-0,0,979
1584543217312785,-0,0,1240
1584543217412822,-0,0,2239
1584543217512415,-0,0,840
1584543217615826,-0.0179858,-0.0846189,1151
1584543217714941,-0.0779708,-0.100994,1876
1584543217812656,-0.0809625,-0.0519763,2511
1584543217912243,-0.14994,-0.0874953,1484
1584543218012442,-0.14994,-0.156914,684
1584543218112218,-0.155942,-0.0852202,2568
1584543218214340,-0.176937,-0.127405,686
1584543218312531,-0.179929,-0.127942,2929
1584543218412537,-0.167935,-0.133529,942
1584543218512110,-0.158942,-0.161239,2398
1584543218612925,-0.158942,0,651
1584543218714591,-0.158942,0,1032
1584543218812368,-0.131946,0,988
1584543218912191,-0.0179858,0,904
1584543219012052,-0.014994,0,899
1584543219112362,-0,0,937
1584543219214256,-0,0,1126
1584543219312502,-0,0,1309
1584543219412444,-0,0,1132
1584543219512182,-0,0,1732
1584543219613237,-0,0,2191
1584543219713912,-0,0,1287
1584543219812187,-0,0,2093
1584543219915037,-0,0,1987
1584543220011805,0.0179946,0,4309
1584543220112125,0.221928,0.227029,855
1584543220214143,-0,0,2447
1584543220311719,-0,0,613
1584543220411889,-0,0,1143
1584543220511735,-0,0,1821
1584543220612369,-0,0,769
1584543220717907,-0,0,2523
1584543220811925,-0,0,1740
1584543220911619,-0,0,840
1584543221011773,-0,0,1234
1584543221111578,-0,0,1636
1584543221213655,-0,0,1310
1584543221311700,-0.290888,-0.222892,1317
1584543221411545,-0,-0.215239,1436
1584543221511552,-0.0269875,-0.212855,1165
1584543221612551,-0.290888,-0.207266,1678
1584543221713555,-0,-0.210017,2840
1584543221811545,-0,-0.204136,4536
1584543221911641,-0,-0.209728,1705
1584543222011470,-0.266901,-0.200464,677
1584543222111426,-0.290888,-0.185348,635
1584543222213620,-0,-0.200337,2613
1584543222311440,-0,-0.204214,1667
1584543222411596,-0,-0.206212,2686
1584543222511613,-0.218918,-0.206852,3229
1584543222612258,-0.173936,-0.204376,579
1584543222713426,-0.0629768,-0.206603,2261
1584543222811474,-0,0,1243
1584543222911478,-0,-0.204639,1442
1584543223011303,-0,-0.212591,1402
1584543223111440,-0.0719696,-0.201711,1819
1584543223213377,-0.110959,-0.18256,595
1584543223311403,-0.119952,-0.177596,2236
1584543223411469,-0.143948,-0.187495,868
1584543223511565,-0.0779708,-0.194732,1464
1584543223615264,-0.00899288,-0.20839,3779
1584543223714025,-0.00899288,-0.217596,1536
1584543223811339,-0.0119935,-0.221822,2673
1584543223911628,-0.0599762,-0.204829,1179
1584543224012072,-0.0869637,-0.201951,874
1584543224111178,-0.0869637,-0.203764,773
1584543224213779,-0.0869637,-0.209491,881
1584543224311264,-0.119952,-0.172788,1486
1584543224411274,-0.140948,-0.20284,712
1584543224511072,-0.143948,-0.195869,1845
1584543224611813,-0.143948,-0.116889,2052
1584543224712650,-0.140948,-0.160023,972
1584543224810880,-0.140948,0,702
1584543224911098,-0.0509744,0,1755
1584543225010843,-0,0,1734
1584543225110918,-0,0,2983
1584543225212779,-0,0,932
1584543225311127,-0,0,1505
1584543225410896,-0.140948,0,1407
1584543225511004,-0.0869637,0,1995
1584543225611494,-0,0,2310
1584543225712681,-0,0,950
1584543225813764,-0,0,1252
1584543225911023,-0,0,960
1584543226011044,-0,0,5088
1584543226110867,-0,0,1415
1584543226212740,-0,0,1504
1584543226310639,-0,0,3715
1584543226410831,-0,0,1548
1584543226510587,-0,0,1766
1584543226611344,-0,0,1877
1584543226712603,-0,0,2632
1584543226810541,0.0719785,0,1813
1584543226910469,0.0719785,0,3355
1584543227010694,0.0719785,0,1081
1584543227110427,0.0749791,0.160763,1456
1584543227212388,0.0719785,0.200075,1617
1584543227310623,0.0629856,0,1145
1584543227410379,0.0269964,0,1758
1584543227510352,0.0269964,0,720
1584543227611736,0.0269964,0,2495
1584543227712318,0.0269964,0,1496
1584543227810585,0.0269964,0,859
1584543227910464,0.029997,0,708
1584543228010310,0.0539839,0,2046
1584543228110658,0.0629856,0,2143
1584543228212906,0.0629856,0,918
1584543228310326,0.0629856,0,1287
1584543228410569,0.0629856,0,1570
1584543228510487,0.0629856,0,2627
1584543228610875,0.0629856,0,1442
1584543228715870,0.0599851,0,3711
1584543228810895,-0,-0.0819059,994
1584543228910154,-0.053975,-0.067465,1855
1584543229010074,-0.290888,-0.0903875,1651
1584543229110313,-0.290888,-0.146609,2375
1584543229211828,-0.290888,-0.118168,1881
1584543229310142,-0.290888,-0.10429,1694
1584543229410367,-0.290888,0.0765113,2260
1584543229513031,-0.290888,-0.14679,1300
1584543229614049,-0.290888,0.0943618,1373
1584543229712498,-0.290888,0.116993,1371
1584543229809973,-0.290888,-0.157529,1733
1584543229910212,-0.290888,0,2064
1584543230010202,-0.290888,0,1422
1584543230110286,-0.290888,0,3970
1584543230211871,-0,0,1537
1584543230310003,-0,0,964
1584543230413384,-0,0,1298
1584543230509983,-0,0.219234,1964
1584543230611153,-0,0.251654,1659
1584543230711896,-0,0,1513
1584543230809784,-0,0,1551
1584543230909976,-0,0,1299
1584543231009815,-0.170936,0,898
1584543231109645,-0.176937,0,1846
1584543231211873,-0,0,1012
1584543231309709,-0,0,2163
1584543231409659,-0,0,1716
1584543231509845,-0.0269875,0,2104
1584543231610248,-0.0329798,0,3668
1584543231711684,-0.0329798,0,1006
1584543231809698,-0.0329798,0,3925
1584543231912139,-0.0449821,0,1156
1584543232009600,-0.0599762,0,1569
1584543232109745,-0.0629768,0,1673
1584543232212094,-0.119952,0,1357
1584543232309636,-0,0,1307
1584543232410325,-0,0,1271
1584543232509829,-0,0,2097
